id,model
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableDedicated#count=100---3,Rocket
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableDedicated#count=100---4,Rocket
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableDedicated#count=100---5,Rocket
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableDedicated#count=100---6,Rocket
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableDedicated#count=100---7,Rocket
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableDedicated#count=100---8,Rocket
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableDedicated#count=100---9,Rocket
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableDedicated#count=1000---0,Rocket
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableDedicated#count=1000---1,Rocket
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableDedicated#count=1000---2,Rocket
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableDedicated#count=1000---3,Rocket
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableDedicated#count=1000---4,Rocket
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableDedicated#count=1000---5,Rocket
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableDedicated#count=1000---6,Rocket
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableDedicated#count=1000---7,Rocket
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableDedicated#count=1000---8,Rocket
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableDedicated#count=1000---9,Rocket
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableDedicated#count=1000000---0,Rocket
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableDedicated#count=1000000---1,Rocket
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableDedicated#count=1000000---2,Rocket
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableDedicated#count=1000000---3,Rocket
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableDedicated#count=1000000---4,Rocket
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableDedicated#count=1000000---5,Rocket
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableDedicated#count=1000000---6,Rocket
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableDedicated#count=1000000---7,Rocket
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableDedicated#count=1000000---8,Rocket
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableDedicated#count=1000000---9,Rocket
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybePerf.flowablePlain#count=1000---0,Rocket
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybePerf.flowablePlain#count=1000---1,Rocket
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybePerf.flowablePlain#count=1000---2,Rocket
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybePerf.flowablePlain#count=1000---3,Rocket
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybePerf.flowablePlain#count=1000---4,Rocket
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybePerf.flowablePlain#count=1000---5,Rocket
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybePerf.flowablePlain#count=1000---6,Rocket
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybePerf.flowablePlain#count=1000---7,Rocket
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybePerf.flowablePlain#count=1000---8,Rocket
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybePerf.flowablePlain#count=1000---9,Rocket
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybeEmptyPerf.flowableConvert#count=10000---0,OSCNN
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybeEmptyPerf.flowableConvert#count=10000---1,OSCNN
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybeEmptyPerf.flowableConvert#count=10000---2,OSCNN
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybeEmptyPerf.flowableConvert#count=10000---3,OSCNN
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybeEmptyPerf.flowableConvert#count=10000---4,OSCNN
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybeEmptyPerf.flowableConvert#count=10000---5,OSCNN
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybeEmptyPerf.flowableConvert#count=10000---6,Rocket
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybeEmptyPerf.flowableConvert#count=10000---7,OSCNN
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybeEmptyPerf.flowableConvert#count=10000---8,OSCNN
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableSwitchMapSinglePerf.flowableConvert#count=10---0,OSCNN
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableSwitchMapSinglePerf.flowableConvert#count=10---1,OSCNN
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableSwitchMapSinglePerf.flowableConvert#count=10---2,OSCNN
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableSwitchMapSinglePerf.flowableConvert#count=10---3,OSCNN
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableSwitchMapSinglePerf.flowableConvert#count=10---4,OSCNN
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableSwitchMapSinglePerf.flowableConvert#count=10---5,OSCNN
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableSwitchMapSinglePerf.flowableConvert#count=10---6,OSCNN
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableSwitchMapSinglePerf.flowableConvert#count=10---7,OSCNN
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableSwitchMapSinglePerf.flowableConvert#count=10---8,OSCNN
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableSwitchMapSinglePerf.flowableConvert#count=10---9,OSCNN
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.ObservableConcatMapCompletablePerf.observablePlain#count=1---0,OSCNN
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.ObservableConcatMapCompletablePerf.observablePlain#count=1---1,Rocket
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.ObservableConcatMapCompletablePerf.observablePlain#count=1---2,OSCNN
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.ObservableConcatMapCompletablePerf.observablePlain#count=1---3,OSCNN
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.ObservableConcatMapCompletablePerf.observablePlain#count=1---4,Rocket
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.ObservableConcatMapCompletablePerf.observablePlain#count=1---5,Rocket
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.ObservableConcatMapCompletablePerf.observablePlain#count=1---6,OSCNN
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.ObservableConcatMapCompletablePerf.observablePlain#count=1---7,OSCNN
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.ObservableConcatMapCompletablePerf.observablePlain#count=1---8,OSCNN
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.ObservableConcatMapCompletablePerf.observablePlain#count=1---9,Rocket
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.ObservableFlatMapCompletablePerf.observableConvert#count=100000---0,FCN
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.ObservableFlatMapCompletablePerf.observableConvert#count=100000---1,FCN
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.ObservableFlatMapCompletablePerf.observableConvert#count=100000---2,OSCNN
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.ObservableFlatMapCompletablePerf.observableConvert#count=100000---3,FCN
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.ObservableFlatMapCompletablePerf.observableConvert#count=100000---4,FCN
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.ObservableFlatMapCompletablePerf.observableConvert#count=100000---5,FCN
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.ObservableFlatMapCompletablePerf.observableConvert#count=100000---6,Rocket
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.ObservableFlatMapCompletablePerf.observableConvert#count=100000---7,Rocket
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.ObservableFlatMapCompletablePerf.observableConvert#count=100000---8,FCN
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.ObservableFlatMapCompletablePerf.observableConvert#count=100000---9,FCN
RoaringBitmap__RoaringBitmap#org.roaringbitmap.aggregation.andnot.worstcase.Roaring64BitmapBenchmark.inplace_andNot#---0,OSCNN
RoaringBitmap__RoaringBitmap#org.roaringbitmap.aggregation.andnot.worstcase.Roaring64BitmapBenchmark.inplace_andNot#---1,OSCNN
RoaringBitmap__RoaringBitmap#org.roaringbitmap.aggregation.andnot.worstcase.Roaring64BitmapBenchmark.inplace_andNot#---2,OSCNN
RoaringBitmap__RoaringBitmap#org.roaringbitmap.aggregation.andnot.worstcase.Roaring64BitmapBenchmark.inplace_andNot#---3,OSCNN
RoaringBitmap__RoaringBitmap#org.roaringbitmap.aggregation.andnot.worstcase.Roaring64BitmapBenchmark.inplace_andNot#---4,OSCNN
RoaringBitmap__RoaringBitmap#org.roaringbitmap.aggregation.andnot.worstcase.Roaring64BitmapBenchmark.inplace_andNot#---5,OSCNN
RoaringBitmap__RoaringBitmap#org.roaringbitmap.aggregation.andnot.worstcase.Roaring64BitmapBenchmark.inplace_andNot#---6,OSCNN
RoaringBitmap__RoaringBitmap#org.roaringbitmap.aggregation.andnot.worstcase.Roaring64BitmapBenchmark.inplace_andNot#---7,OSCNN
RoaringBitmap__RoaringBitmap#org.roaringbitmap.bithacking.UnsignedVSFlip.flipTimeAvg#key=65---2,Rocket
RoaringBitmap__RoaringBitmap#org.roaringbitmap.bithacking.UnsignedVSFlip.flipTimeAvg#key=65---3,OSCNN
RoaringBitmap__RoaringBitmap#org.roaringbitmap.bithacking.UnsignedVSFlip.flipTimeAvg#key=65---4,OSCNN
RoaringBitmap__RoaringBitmap#org.roaringbitmap.bithacking.UnsignedVSFlip.flipTimeAvg#key=65---6,Rocket
RoaringBitmap__RoaringBitmap#org.roaringbitmap.bithacking.UnsignedVSFlip.flipTimeAvg#key=65---7,OSCNN
RoaringBitmap__RoaringBitmap#org.roaringbitmap.bithacking.UnsignedVSFlip.flipTimeAvg#key=65---8,Rocket
RoaringBitmap__RoaringBitmap#org.roaringbitmap.bithacking.UnsignedVSFlip.flipTimeAvg#key=65---9,Rocket
RoaringBitmap__RoaringBitmap#org.roaringbitmap.cardinality64.Cardinality64Benchmark.getCardinalityWithoutCache_Small#---0,OSCNN
RoaringBitmap__RoaringBitmap#org.roaringbitmap.cardinality64.Cardinality64Benchmark.getCardinalityWithoutCache_Small#---2,OSCNN
RoaringBitmap__RoaringBitmap#org.roaringbitmap.cardinality64.Cardinality64Benchmark.getCardinalityWithoutCache_Small#---3,OSCNN
RoaringBitmap__RoaringBitmap#org.roaringbitmap.cardinality64.Cardinality64Benchmark.getCardinalityWithoutCache_Small#---7,OSCNN
RoaringBitmap__RoaringBitmap#org.roaringbitmap.cardinality64.Cardinality64Benchmark.getCardinalityWithoutCache_Small#---8,OSCNN
RoaringBitmap__RoaringBitmap#org.roaringbitmap.cardinality64.Cardinality64Benchmark.getCardinalityWithoutCache_Small#---9,OSCNN
RoaringBitmap__RoaringBitmap#org.roaringbitmap.combinedcardinality.CombinedCardinalityBenchmark.orCardinalityBaseline#scenario=SHIFTED---0,Rocket
RoaringBitmap__RoaringBitmap#org.roaringbitmap.combinedcardinality.CombinedCardinalityBenchmark.orCardinalityBaseline#scenario=SHIFTED---1,OSCNN
RoaringBitmap__RoaringBitmap#org.roaringbitmap.combinedcardinality.CombinedCardinalityBenchmark.orCardinalityBaseline#scenario=SHIFTED---2,OSCNN
RoaringBitmap__RoaringBitmap#org.roaringbitmap.combinedcardinality.CombinedCardinalityBenchmark.orCardinalityBaseline#scenario=SHIFTED---3,OSCNN
RoaringBitmap__RoaringBitmap#org.roaringbitmap.combinedcardinality.CombinedCardinalityBenchmark.orCardinalityBaseline#scenario=SHIFTED---4,Rocket
RoaringBitmap__RoaringBitmap#org.roaringbitmap.combinedcardinality.CombinedCardinalityBenchmark.orCardinalityBaseline#scenario=SHIFTED---5,OSCNN
RoaringBitmap__RoaringBitmap#org.roaringbitmap.combinedcardinality.CombinedCardinalityBenchmark.orCardinalityBaseline#scenario=SHIFTED---6,OSCNN
RoaringBitmap__RoaringBitmap#org.roaringbitmap.combinedcardinality.CombinedCardinalityBenchmark.orCardinalityBaseline#scenario=SHIFTED---7,OSCNN
RoaringBitmap__RoaringBitmap#org.roaringbitmap.combinedcardinality.CombinedCardinalityBenchmark.orCardinalityBaseline#scenario=SHIFTED---8,OSCNN
RoaringBitmap__RoaringBitmap#org.roaringbitmap.combinedcardinality.CombinedCardinalityBenchmark.orCardinalityBaseline#scenario=SHIFTED---9,Rocket
RoaringBitmap__RoaringBitmap#org.roaringbitmap.equals.EqualsBenchmark.arrayVsArrayEquals#firstMismatch=0.1&size=2000---0,Rocket
RoaringBitmap__RoaringBitmap#org.roaringbitmap.equals.EqualsBenchmark.arrayVsArrayEquals#firstMismatch=0.1&size=2000---1,Rocket
RoaringBitmap__RoaringBitmap#org.roaringbitmap.equals.EqualsBenchmark.arrayVsArrayEquals#firstMismatch=0.1&size=2000---2,Rocket
RoaringBitmap__RoaringBitmap#org.roaringbitmap.equals.EqualsBenchmark.arrayVsArrayEquals#firstMismatch=0.1&size=2000---3,Rocket
RoaringBitmap__RoaringBitmap#org.roaringbitmap.equals.EqualsBenchmark.arrayVsArrayEquals#firstMismatch=0.1&size=2000---4,Rocket
RoaringBitmap__RoaringBitmap#org.roaringbitmap.equals.EqualsBenchmark.arrayVsArrayEquals#firstMismatch=0.1&size=2000---5,Rocket
RoaringBitmap__RoaringBitmap#org.roaringbitmap.equals.EqualsBenchmark.arrayVsArrayEquals#firstMismatch=0.1&size=2000---6,Rocket
RoaringBitmap__RoaringBitmap#org.roaringbitmap.equals.EqualsBenchmark.arrayVsArrayEquals#firstMismatch=0.1&size=2000---8,Rocket
RoaringBitmap__RoaringBitmap#org.roaringbitmap.equals.EqualsBenchmark.arrayVsArrayEquals#firstMismatch=0.1&size=2000---9,Rocket
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=256&dirtiness=0.5&keys=16384&runniness=0.1---0,Rocket
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=256&dirtiness=0.5&keys=16384&runniness=0.1---1,Rocket
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=256&dirtiness=0.5&keys=16384&runniness=0.1---2,Rocket
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=256&dirtiness=0.5&keys=16384&runniness=0.1---3,Rocket
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=256&dirtiness=0.5&keys=16384&runniness=0.1---4,Rocket
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=256&dirtiness=0.5&keys=16384&runniness=0.1---5,Rocket
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=256&dirtiness=0.5&keys=16384&runniness=0.1---6,Rocket
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=256&dirtiness=0.5&keys=16384&runniness=0.1---7,Rocket
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=256&dirtiness=0.5&keys=16384&runniness=0.1---8,Rocket
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=256&dirtiness=0.5&keys=16384&runniness=0.1---9,Rocket
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=256&dirtiness=0.5&keys=256&runniness=0.5---0,OSCNN
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=256&dirtiness=0.5&keys=256&runniness=0.5---1,OSCNN
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=256&dirtiness=0.5&keys=256&runniness=0.5---2,OSCNN
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=256&dirtiness=0.5&keys=256&runniness=0.5---3,OSCNN
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=256&dirtiness=0.5&keys=256&runniness=0.5---4,OSCNN
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=256&dirtiness=0.5&keys=256&runniness=0.5---5,OSCNN
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=256&dirtiness=0.5&keys=256&runniness=0.5---6,OSCNN
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=256&dirtiness=0.5&keys=256&runniness=0.5---7,OSCNN
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=256&dirtiness=0.5&keys=256&runniness=0.5---8,OSCNN
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=256&dirtiness=0.5&keys=256&runniness=0.5---9,OSCNN
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=512&dirtiness=0.1&keys=4096&runniness=0.1---0,FCN
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=512&dirtiness=0.1&keys=4096&runniness=0.1---1,FCN
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=512&dirtiness=0.1&keys=4096&runniness=0.1---2,FCN
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=512&dirtiness=0.1&keys=4096&runniness=0.1---3,FCN
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=512&dirtiness=0.1&keys=4096&runniness=0.1---4,FCN
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=512&dirtiness=0.1&keys=4096&runniness=0.1---5,FCN
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=512&dirtiness=0.1&keys=4096&runniness=0.1---6,FCN
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=512&dirtiness=0.1&keys=4096&runniness=0.1---7,FCN
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=512&dirtiness=0.1&keys=4096&runniness=0.1---8,FCN
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=512&dirtiness=0.1&keys=4096&runniness=0.1---9,FCN
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=512&dirtiness=0.1&keys=8192&runniness=0.1---0,Rocket
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=512&dirtiness=0.1&keys=8192&runniness=0.1---1,Rocket
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=512&dirtiness=0.1&keys=8192&runniness=0.1---2,Rocket
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=512&dirtiness=0.1&keys=8192&runniness=0.1---3,OSCNN
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=512&dirtiness=0.1&keys=8192&runniness=0.1---4,Rocket
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=512&dirtiness=0.1&keys=8192&runniness=0.1---5,Rocket
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=512&dirtiness=0.1&keys=8192&runniness=0.1---6,OSCNN
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=512&dirtiness=0.1&keys=8192&runniness=0.1---7,Rocket
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=512&dirtiness=0.1&keys=8192&runniness=0.1---8,Rocket
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=512&dirtiness=0.1&keys=8192&runniness=0.1---9,Rocket
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=64&dirtiness=0.25&keys=2096&runniness=0.25---0,Rocket
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=64&dirtiness=0.25&keys=2096&runniness=0.25---1,Rocket
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=64&dirtiness=0.25&keys=2096&runniness=0.25---2,Rocket
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=64&dirtiness=0.25&keys=2096&runniness=0.25---3,Rocket
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=64&dirtiness=0.25&keys=2096&runniness=0.25---4,Rocket
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=64&dirtiness=0.25&keys=2096&runniness=0.25---5,Rocket
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=64&dirtiness=0.25&keys=2096&runniness=0.25---6,Rocket
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=64&dirtiness=0.25&keys=2096&runniness=0.25---7,Rocket
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=64&dirtiness=0.25&keys=2096&runniness=0.25---8,Rocket
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=64&dirtiness=0.25&keys=2096&runniness=0.25---9,Rocket
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterateAsIntIterator#bufferSize=128&dirtiness=0.1&keys=512&runniness=0.5---0,Rocket
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterateAsIntIterator#bufferSize=128&dirtiness=0.1&keys=512&runniness=0.5---1,Rocket
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterateAsIntIterator#bufferSize=128&dirtiness=0.1&keys=512&runniness=0.5---2,Rocket
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterateAsIntIterator#bufferSize=128&dirtiness=0.1&keys=512&runniness=0.5---3,Rocket
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterateAsIntIterator#bufferSize=128&dirtiness=0.1&keys=512&runniness=0.5---4,Rocket
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterateAsIntIterator#bufferSize=128&dirtiness=0.1&keys=512&runniness=0.5---5,Rocket
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterateAsIntIterator#bufferSize=128&dirtiness=0.1&keys=512&runniness=0.5---6,Rocket
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterateAsIntIterator#bufferSize=128&dirtiness=0.1&keys=512&runniness=0.5---7,Rocket
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterateAsIntIterator#bufferSize=128&dirtiness=0.1&keys=512&runniness=0.5---8,Rocket
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterateAsIntIterator#bufferSize=128&dirtiness=0.1&keys=512&runniness=0.5---9,Rocket
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterateAsIntIterator#bufferSize=64&dirtiness=0.5&keys=8&runniness=0.5---0,OSCNN
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterateAsIntIterator#bufferSize=64&dirtiness=0.5&keys=8&runniness=0.5---1,OSCNN
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterateAsIntIterator#bufferSize=64&dirtiness=0.5&keys=8&runniness=0.5---2,OSCNN
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterateAsIntIterator#bufferSize=64&dirtiness=0.5&keys=8&runniness=0.5---3,FCN
